partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Nærøy Sv;17;1751;Kommune;2011;199;8,9;2;2013;1 320,00;2 407,90;3 727,90
NÆRØY VENSTRE;17;1751;Kommune;2011;125;5,6;2;2013;1 320,00;1 512,50;2 832,50
Leka Senterparti;17;1755;Kommune;2011;208;56,2;9;2013;1 320,00;2 516,80;3 836,80
Leka Sv;17;1755;Kommune;2011;30;8,1;1;2013;1 320,00;363,00;1 683,00
Inderøy Arbeidarparti;17;1756;Kommune;2011;1158;33,2;10;2013;1 320,00;14 011,80;15 331,80
Inderøy Fremskrittsparti;17;1756;Kommune;2011;136;3,9;1;2013;1 320,00;1 645,60;2 965,60
Inderøy Høgre;17;1756;Kommune;2011;371;10,6;3;2013;1 320,00;4 489,10;5 809,10
Inderøy Kristeleg Folkeparti;17;1756;Kommune;2011;149;4,3;1;2013;1 320,00;1 802,90;3 122,90
Inderøy Senterparti;17;1756;Kommune;2011;1388;39,8;13;2013;1 320,00;16 794,80;18 114,80
Inderøy Sosialistisk Venstreparti;17;1756;Kommune;2011;199;5,7;2;2013;1 320,00;2 407,90;3 727,90
Nordland AUF;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;322 708,08;322 708,08
Nordland Arbeiderparti;18;1800;Fylke;2011;36341;35,6;20;2013;48 107,00;1 021 182,10;1 069 289,10
Nordland Fremskrittpartis Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;138 012,96;138 012,96
Nordland Fremskrittsparti;18;1800;Fylke;2011;15542;15,2;8;2013;48 107,00;436 730,20;484 837,20
Nordland Høyre;18;1800;Fylke;2011;21731;21,3;12;2013;48 107,00;610 641,10;658 748,10
Nordland Unge Høyre;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;192 971,28;192 971,28
Nordland Kristelig Folkepartis Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;32 767,20;32 767,20
Nordland Kristelig Folkeparti;18;1800;Fylke;2011;3690;3,6;2;2013;48 107,00;103 689,00;151 796,00
Kystpartiet Ungdom i Nordland;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;10 620,48;10 620,48
Kystpartiet i Nordland;18;1800;Fylke;2011;1196;1,2;0;2013;0,00;33 607,60;33 607,60
MILJØPARTIET DE GRØNNE;18;1800;Fylke;2011;1005;1;0;2013;0,00;28 240,50;28 240,50
Nordland Pensjonistparti;18;1800;Fylke;2011;670;0,7;0;2013;0,00;18 827,00;18 827,00
Nordland Rødt;18;1800;Fylke;2011;3730;3,7;2;2013;48 107,00;104 813,00;152 920,00
Nordland Rød Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;33 122,40;33 122,40
Nordland Senterungdom;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;71 084,40;71 084,40
Nordland Senterparti;18;1800;Fylke;2011;8005;7,8;4;2013;48 107,00;224 940,50;273 047,50
Nordland SV;18;1800;Fylke;2011;5338;5,2;3;2013;48 107,00;149 997,80;198 104,80
Nordland SU;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;47 401,44;47 401,44
NORDLAND UNGE VENSTRE;18;1800;FylkesUngdom;2011;0;0;0;2013;0,00;36 292,56;36 292,56
NORDLAND VENSTRE;18;1800;Fylke;2011;4087;4;2;2013;48 107,00;114 844,70;162 951,70
Bodø Arbeiderparti;18;1804;Kommune;2011;8066;33,9;13;2013;1 320,00;97 598,60;98 918,60
Bodø Fremskrittsparti;18;1804;Kommune;2011;5277;22,2;9;2013;1 320,00;63 851,70;65 171,70
Bodø Høyre;18;1804;Kommune;2011;5529;23,2;9;2013;1 320,00;66 900,90;68 220,90
Bodø KrF;18;1804;Kommune;2011;766;3,2;1;2013;1 320,00;9 268,60;10 588,60
Bodø Rødt;18;1804;Kommune;2011;1524;6,4;3;2013;1 320,00;18 440,40;19 760,40
Bodø Senterparti;18;1804;Kommune;2011;681;2,9;1;2013;1 320,00;8 240,10;9 560,10
Bodø Sv;18;1804;Kommune;2011;955;4;2;2013;1 320,00;11 555,50;12 875,50
BODØ VENSTRE;18;1804;Kommune;2011;768;3,2;1;2013;1 320,00;9 292,80;10 612,80
Narvik Arbeiderparti;18;1805;Kommune;2011;3146;35,4;15;2013;1 320,00;38 066,60;39 386,60
Narvik Fremskrittsparti;18;1805;Kommune;2011;1878;21,1;9;2013;1 320,00;22 723,80;24 043,80
Narvik Høyre;18;1805;Kommune;2011;2138;24,1;10;2013;1 320,00;25 869,80;27 189,80
Narvik KrF;18;1805;Kommune;2011;264;3;1;2013;1 320,00;3 194,40;4 514,40
Rødt Narvik;18;1805;Kommune;2011;497;5,6;2;2013;1 320,00;6 013,70;7 333,70
Narvik Sv;18;1805;Kommune;2011;471;5,3;2;2013;1 320,00;5 699,10;7 019,10
NARVIK VENSTRE;18;1805;Kommune;2011;348;3,9;2;2013;1 320,00;4 210,80;5 530,80
Liste for Høyre og Venstre;18;1811;Kommune;2011;423;45,4;8;2013;1 320,00;5 118,30;6 438,30
Liste Sp/SV;18;1811;Kommune;2011;93;10;2;2013;1 320,00;1 125,30;2 445,30
Sømna Fremskrittsparti;18;1812;Kommune;2011;62;5,7;1;2013;1 320,00;750,20;2 070,20
Sømna KrF;18;1812;Kommune;2011;57;5,3;1;2013;1 320,00;689,70;2 009,70
Sømna Senterparti;18;1812;Kommune;2011;405;37,3;6;2013;1 320,00;4 900,50;6 220,50
Brønnøy Fremskrittsparti;18;1813;Kommune;2011;149;4,1;1;2013;1 320,00;1 802,90;3 122,90
Brønnøy Høyre;18;1813;Kommune;2011;1188;32,5;9;2013;1 320,00;14 374,80;15 694,80
Brønnøy KrF;18;1813;Kommune;2011;70;1,9;0;2013;0,00;847,00;847,00
Brønnøy Senterparti;18;1813;Kommune;2011;667;18,2;5;2013;1 320,00;8 070,70;9 390,70
BRØNNØY VENSTRE;18;1813;Kommune;2011;168;4,6;1;2013;1 320,00;2 032,80;3 352,80
Vega  Arbeiderparti;18;1815;Kommune;2011;365;51,2;8;2013;1 320,00;4 416,50;5 736,50
Vega Fremskrittsparti;18;1815;Kommune;2011;37;5,2;1;2013;1 320,00;447,70;1 767,70
Vega Senterparti;18;1815;Kommune;2011;155;21,7;3;2013;1 320,00;1 875,50;3 195,50
Vega Sv;18;1815;Kommune;2011;47;6,6;1;2013;1 320,00;568,70;1 888,70
Herøy  Arbeiderparti;18;1818;Kommune;2011;428;54,5;11;2013;1 320,00;5 178,80;6 498,80
Herøy Fremskrittsparti;18;1818;Kommune;2011;138;17,6;3;2013;1 320,00;1 669,80;2 989,80
Alstahaug  Arbeiderparti;18;1820;Kommune;2011;1095;32,6;9;2013;1 320,00;13 249,50;14 569,50
Alstahaug Fremskrittsparti;18;1820;Kommune;2011;438;13;4;2013;1 320,00;5 299,80;6 619,80
Alstahaug Høyre;18;1820;Kommune;2011;711;21,2;6;2013;1 320,00;8 603,10;9 923,10
Alstahaug KrF;18;1820;Kommune;2011;74;2,2;0;2013;0,00;895,40;895,40
Alstahaug Rødt;18;1820;Kommune;2011;274;8,2;2;2013;1 320,00;3 315,40;4 635,40
ALSTAHAUG VENSTRE;18;1820;Kommune;2011;330;9,8;3;2013;1 320,00;3 993,00;5 313,00
Leirfjord  Arbeiderparti;18;1822;Kommune;2011;405;39,8;7;2013;1 320,00;4 900,50;6 220,50
Leirfjord Fremskrittsparti;18;1822;Kommune;2011;169;16,6;3;2013;1 320,00;2 044,90;3 364,90
Leirfjord Rødt;18;1822;Kommune;2011;47;4,6;1;2013;1 320,00;568,70;1 888,70
Leirfjord Senterparti;18;1822;Kommune;2011;298;29,3;6;2013;1 320,00;3 605,80;4 925,80
Leirfjord Sv;18;1822;Kommune;2011;98;9,6;2;2013;1 320,00;1 185,80;2 505,80
Vefsn  Arbeiderparti;18;1824;Kommune;2011;2684;43,8;15;2013;1 320,00;32 476,40;33 796,40
Vefsn Fremskrittsparti;18;1824;Kommune;2011;971;15,9;6;2013;1 320,00;11 749,10;13 069,10
Vefsn Høyre;18;1824;Kommune;2011;732;12;4;2013;1 320,00;8 857,20;10 177,20
Vefsn KrF;18;1824;Kommune;2011;172;2,8;1;2013;1 320,00;2 081,20;3 401,20
Vefsn Rødt;18;1824;Kommune;2011;568;9,3;3;2013;1 320,00;6 872,80;8 192,80
Vefsn Senterparti;18;1824;Kommune;2011;444;7,3;3;2013;1 320,00;5 372,40;6 692,40
Vefsn Sv;18;1824;Kommune;2011;214;3,5;1;2013;1 320,00;2 589,40;3 909,40
VEFSN VENSTRE;18;1824;Kommune;2011;338;5,5;2;2013;1 320,00;4 089,80;5 409,80
Grane Fremskrittsparti;18;1825;Kommune;2011;79;11;2;2013;1 320,00;955,90;2 275,90
Grane Senterparti;18;1825;Kommune;2011;253;35,2;6;2013;1 320,00;3 061,30;4 381,30
Hattfjelldal Senterparti;18;1826;Kommune;2011;346;46,5;8;2013;1 320,00;4 186,60;5 506,60
Dønna Arbeiderparti;18;1827;Kommune;2011;245;32,8;6;2013;1 320,00;2 964,50;4 284,50
Dønna Fremskrittsparti;18;1827;Kommune;2011;69;9,2;2;2013;1 320,00;834,90;2 154,90
Dønna Høyre;18;1827;Kommune;2011;111;14,8;2;2013;1 320,00;1 343,10;2 663,10
Kystpartiet i Dønna;18;1827;Kommune;2011;100;13,4;2;2013;1 320,00;1 210,00;2 530,00
Dønna Senterparti;18;1827;Kommune;2011;95;12,7;2;2013;1 320,00;1 149,50;2 469,50
Nesna  Arbeiderparti;18;1828;Kommune;2011;238;26,6;4;2013;1 320,00;2 879,80;4 199,80
Nesna Fremskrittsparti;18;1828;Kommune;2011;91;10,2;2;2013;1 320,00;1 101,10;2 421,10
Nesna Høyre;18;1828;Kommune;2011;262;29,2;5;2013;1 320,00;3 170,20;4 490,20
Nesna Senterparti;18;1828;Kommune;2011;143;16;3;2013;1 320,00;1 730,30;3 050,30
Hemnes Arbeiderparti;18;1832;Kommune;2011;891;35,4;8;2013;1 320,00;10 781,10;12 101,10
Hemnes Fremskrittsparti;18;1832;Kommune;2011;457;18,2;4;2013;1 320,00;5 529,70;6 849,70
Hemnes Høyre;18;1832;Kommune;2011;519;20,6;5;2013;1 320,00;6 279,90;7 599,90
Hemnes KrF;18;1832;Kommune;2011;68;2,7;0;2013;0,00;822,80;822,80
Hemnes Senterparti;18;1832;Kommune;2011;379;15,1;4;2013;1 320,00;4 585,90;5 905,90
Hemnes Sv;18;1832;Kommune;2011;106;4,2;1;2013;1 320,00;1 282,60;2 602,60
Rana  Arbeiderparti;18;1833;Kommune;2011;4311;36;13;2013;1 320,00;52 163,10;53 483,10
Rana Fremskrittsparti;18;1833;Kommune;2011;1219;10,2;4;2013;1 320,00;14 749,90;16 069,90
Rana Høyre;18;1833;Kommune;2011;3286;27,4;10;2013;1 320,00;39 760,60;41 080,60
Rana KrF;18;1833;Kommune;2011;272;2,3;1;2013;1 320,00;3 291,20;4 611,20
Rana Rødt;18;1833;Kommune;2011;349;2,9;1;2013;1 320,00;4 222,90;5 542,90
Rana Sv;18;1833;Kommune;2011;708;5,9;2;2013;1 320,00;8 566,80;9 886,80
RANA VENSTRE;18;1833;Kommune;2011;460;3,8;1;2013;1 320,00;5 566,00;6 886,00
Lurøy  Arbeiderparti;18;1834;Kommune;2011;478;43,9;8;2013;1 320,00;5 783,80;7 103,80
Lurøy FrP;18;1834;Kommune;2011;60;5,5;1;2013;1 320,00;726,00;2 046,00
Lurøy Høyre;18;1834;Kommune;2011;153;14;3;2013;1 320,00;1 851,30;3 171,30
Lurøy KrF;18;1834;Kommune;2011;50;4,6;1;2013;1 320,00;605,00;1 925,00
Lurøy Senterparti;18;1834;Kommune;2011;127;11,7;2;2013;1 320,00;1 536,70;2 856,70
Træna  Arbeiderparti;18;1835;Kommune;2011;70;29,4;3;2013;1 320,00;847,00;2 167,00
Rødøy FrP;18;1836;Kommune;2011;68;9,8;2;2013;1 320,00;822,80;2 142,80
Kystpartiet i Rødøy;18;1836;Kommune;2011;193;27,7;4;2013;1 320,00;2 335,30;3 655,30
Rødøy Senterparti;18;1836;Kommune;2011;242;34,8;6;2013;1 320,00;2 928,20;4 248,20
Meløy  Arbeiderparti;18;1837;Kommune;2011;834;26,4;6;2013;1 320,00;10 091,40;11 411,40
Meløy Fremskrittsparti;18;1837;Kommune;2011;450;14,2;4;2013;1 320,00;5 445,00;6 765,00
Meløy KrF;18;1837;Kommune;2011;216;6,8;2;2013;1 320,00;2 613,60;3 933,60
Meløy Senterparti;18;1837;Kommune;2011;336;10,6;3;2013;1 320,00;4 065,60;5 385,60
MELØY VENSTRE;18;1837;Kommune;2011;164;5,2;1;2013;1 320,00;1 984,40;3 304,40
Gildeskål  Arbeiderparti;18;1838;Kommune;2011;293;27,5;5;2013;1 320,00;3 545,30;4 865,30
Gildeskål Fremskrittsparti;18;1838;Kommune;2011;174;16,3;3;2013;1 320,00;2 105,40;3 425,40
Gildeskål Høyre;18;1838;Kommune;2011;211;19,8;3;2013;1 320,00;2 553,10;3 873,10
Gildeskål KrF;18;1838;Kommune;2011;40;3,8;0;2013;0,00;484,00;484,00
Gildeskål Senterparti;18;1838;Kommune;2011;116;10,9;2;2013;1 320,00;1 403,60;2 723,60
GILDESKÅL VENSTRE;18;1838;Kommune;2011;97;9,1;2;2013;1 320,00;1 173,70;2 493,70
Saltdal  Arbeiderparti;18;1840;Kommune;2011;913;37,4;10;2013;1 320,00;11 047,30;12 367,30
Saltdal Fremskrittsparti;18;1840;Kommune;2011;292;12;3;2013;1 320,00;3 533,20;4 853,20
Saltdal Høyre;18;1840;Kommune;2011;779;31,9;9;2013;1 320,00;9 425,90;10 745,90
Saltdal KrF;18;1840;Kommune;2011;109;4,5;1;2013;1 320,00;1 318,90;2 638,90
Saltdal Senterparti;18;1840;Kommune;2011;173;7,1;2;2013;1 320,00;2 093,30;3 413,30
Saltdal Sv;18;1840;Kommune;2011;174;7,1;2;2013;1 320,00;2 105,40;3 425,40
Fauske  Arbeiderparti;18;1841;Kommune;2011;1669;34,3;11;2013;1 320,00;20 194,90;21 514,90
Fauske Fremskrittsparti;18;1841;Kommune;2011;662;13,6;4;2013;1 320,00;8 010,20;9 330,20
Fauske Høyre;18;1841;Kommune;2011;937;19,3;6;2013;1 320,00;11 337,70;12 657,70
Fauske KrF;18;1841;Kommune;2011;108;2,2;1;2013;1 320,00;1 306,80;2 626,80
Fauske Rødt;18;1841;Kommune;2011;201;4,1;1;2013;1 320,00;2 432,10;3 752,10
Fauske Senterparti;18;1841;Kommune;2011;101;2,1;0;2013;0,00;1 222,10;1 222,10
Fauske Sv;18;1841;Kommune;2011;148;3;1;2013;1 320,00;1 790,80;3 110,80
FAUSKE VENSTRE;18;1841;Kommune;2011;166;3,4;1;2013;1 320,00;2 008,60;3 328,60
Sørfold  Arbeiderparti;18;1845;Kommune;2011;591;57,8;12;2013;1 320,00;7 151,10;8 471,10
Sørfold Fremskrittsparti;18;1845;Kommune;2011;87;8,5;2;2013;1 320,00;1 052,70;2 372,70
Sørfold Høyre;18;1845;Kommune;2011;142;13,9;3;2013;1 320,00;1 718,20;3 038,20
Sørfold Senterparti;18;1845;Kommune;2011;140;13,7;3;2013;1 320,00;1 694,00;3 014,00
Steigen  Arbeiderparti;18;1848;Kommune;2011;311;22,4;4;2013;1 320,00;3 763,10;5 083,10
Steigen Fremskrittsparti;18;1848;Kommune;2011;121;8,7;1;2013;1 320,00;1 464,10;2 784,10
Steigen Høyre;18;1848;Kommune;2011;96;6,9;1;2013;1 320,00;1 161,60;2 481,60
Steigen KrF;18;1848;Kommune;2011;62;4,5;1;2013;1 320,00;750,20;2 070,20
Steigen Pensjonistparti;18;1848;Kommune;2011;168;12,1;2;2013;1 320,00;2 032,80;3 352,80
Rødt Steigen;18;1848;Kommune;2011;67;4,8;1;2013;1 320,00;810,70;2 130,70
Steigen Senterparti;18;1848;Kommune;2011;266;19,2;3;2013;1 320,00;3 218,60;4 538,60
STEIGEN VENSTRE;18;1848;Kommune;2011;240;17,3;3;2013;1 320,00;2 904,00;4 224,00
Hamarøy  Arbeiderparti;18;1849;Kommune;2011;322;35,5;6;2013;1 320,00;3 896,20;5 216,20
Hamarøy Høyre;18;1849;Kommune;2011;198;21,8;4;2013;1 320,00;2 395,80;3 715,80
Hamarøy Senterparti;18;1849;Kommune;2011;131;14,4;2;2013;1 320,00;1 585,10;2 905,10
Hamarøy Sv;18;1849;Kommune;2011;45;5;1;2013;1 320,00;544,50;1 864,50
HAMARØY VENSTRE;18;1849;Kommune;2011;212;23,3;4;2013;1 320,00;2 565,20;3 885,20
Senterpartiet;18;1850;Kommune;2011;104;8,3;1;2013;1 320,00;1 258,40;2 578,40
Lødingen  Arbeiderparti;18;1851;Kommune;2011;255;21,1;4;2013;1 320,00;3 085,50;4 405,50
Lødingen Fremskrittsparti;18;1851;Kommune;2011;312;25,8;4;2013;1 320,00;3 775,20;5 095,20
Lødingen Høyre;18;1851;Kommune;2011;351;29;5;2013;1 320,00;4 247,10;5 567,10
Lødingen Sv;18;1851;Kommune;2011;110;9,1;1;2013;1 320,00;1 331,00;2 651,00
LØDINGEN VENSTRE;18;1851;Kommune;2011;131;10,8;2;2013;1 320,00;1 585,10;2 905,10
Tjeldsund  Arbeiderparti;18;1852;Kommune;2011;172;23,8;4;2013;1 320,00;2 081,20;3 401,20
Tjeldsund Fremskrittsparti;18;1852;Kommune;2011;65;9;2;2013;1 320,00;786,50;2 106,50
Tjeldsund Høyre;18;1852;Kommune;2011;305;42,1;7;2013;1 320,00;3 690,50;5 010,50
Tjeldsund Senterparti;18;1852;Kommune;2011;30;4,1;0;2013;1 320,00;363,00;1 683,00
Evenes Fremskrittsparti;18;1853;Kommune;2011;46;6,2;1;2013;1 320,00;556,60;1 876,60
Evenes Høyre;18;1853;Kommune;2011;408;55,3;9;2013;1 320,00;4 936,80;6 256,80
Evenes Senterparti;18;1853;Kommune;2011;75;10,2;2;2013;1 320,00;907,50;2 227,50
Evenes Sv;18;1853;Kommune;2011;33;4,5;1;2013;1 320,00;399,30;1 719,30
Ballangen  Arbeiderparti;18;1854;Kommune;2011;274;20,9;4;2013;1 320,00;3 315,40;4 635,40
Ballangen Fremskrittsparti;18;1854;Kommune;2011;143;10,9;2;2013;1 320,00;1 730,30;3 050,30
Ballangen Høyre;18;1854;Kommune;2011;502;38,3;6;2013;1 320,00;6 074,20;7 394,20
Ballangen KrF;18;1854;Kommune;2011;60;4,6;1;2013;1 320,00;726,00;2 046,00
Ballangen Senterparti;18;1854;Kommune;2011;319;24,3;4;2013;1 320,00;3 859,90;5 179,90
Værøy  Arbeiderparti;18;1857;Kommune;2011;81;24;3;2013;1 320,00;980,10;2 300,10
Værøy KrF;18;1857;Kommune;2011;50;14,8;2;2013;1 320,00;605,00;1 925,00
Flakstad  Arbeiderparti;18;1859;Kommune;2011;82;12,7;2;2013;1 320,00;992,20;2 312,20
Flakstad FrP;18;1859;Kommune;2011;51;7,9;1;2013;1 320,00;617,10;1 937,10
MILJØPARTIET DE GRØNNE;18;1859;Kommune;2011;28;4,3;1;2013;1 320,00;338,80;1 658,80
Flakstad Senterparti;18;1859;Kommune;2011;165;25,6;4;2013;1 320,00;1 996,50;3 316,50
Vestvågøy  Arbeiderparti;18;1860;Kommune;2011;1399;29,2;10;2013;1 320,00;16 927,90;18 247,90
Vestvågøy Fremskrittsparti;18;1860;Kommune;2011;520;10,8;4;2013;1 320,00;6 292,00;7 612,00
Vestvågøy Høyre;18;1860;Kommune;2011;1396;29,1;10;2013;1 320,00;16 891,60;18 211,60
Vestvågøy KrF;18;1860;Kommune;2011;413;8,6;3;2013;1 320,00;4 997,30;6 317,30
Miljøpartiet De Grønne, Vestvågøy, Nordland;18;1860;Kommune;2011;94;2;1;2013;1 320,00;1 137,40;2 457,40
Vestvågøy Sv;18;1860;Kommune;2011;262;5,5;2;2013;1 320,00;3 170,20;4 490,20
Venstre;18;1860;Kommune;2011;125;2,6;1;2013;1 320,00;1 512,50;2 832,50
Vågan  Arbeiderparti;18;1865;Kommune;2011;1334;33;12;2013;1 320,00;16 141,40;17 461,40
Vågan Fremskrittsparti;18;1865;Kommune;2011;362;9;3;2013;1 320,00;4 380,20;5 700,20
Vågan Høyre;18;1865;Kommune;2011;1249;30,9;11;2013;1 320,00;15 112,90;16 432,90
Vågan KrF;18;1865;Kommune;2011;70;1,7;0;2013;0,00;847,00;847,00
Kystpartiet i Vågan;18;1865;Kommune;2011;50;1,2;0;2013;0,00;605,00;605,00
Rødt Vågan;18;1865;Kommune;2011;269;6,7;2;2013;1 320,00;3 254,90;4 574,90
Vågan Senterparti;18;1865;Kommune;2011;319;7,9;3;2013;1 320,00;3 859,90;5 179,90
Vågan Sv;18;1865;Kommune;2011;172;4,3;2;2013;1 320,00;2 081,20;3 401,20
VÅGAN VENSTRE;18;1865;Kommune;2011;216;5,3;2;2013;1 320,00;2 613,60;3 933,60
Hadsel  Arbeiderparti;18;1866;Kommune;2011;689;17,8;5;2013;1 320,00;8 336,90;9 656,90
Hadsel Fremskrittsparti;18;1866;Kommune;2011;1371;35,4;9;2013;1 320,00;16 589,10;17 909,10
Hadsel Høyre;18;1866;Kommune;2011;376;9,7;3;2013;1 320,00;4 549,60;5 869,60
Hadsel KrF;18;1866;Kommune;2011;108;2,8;1;2013;1 320,00;1 306,80;2 626,80
Hadsel Rødt;18;1866;Kommune;2011;98;2,5;0;2013;0,00;1 185,80;1 185,80
Hadsel Senterparti;18;1866;Kommune;2011;208;5,4;1;2013;1 320,00;2 516,80;3 836,80
Hadsel Sv;18;1866;Kommune;2011;143;3,7;1;2013;1 320,00;1 730,30;3 050,30
HADSEL VENSTRE;18;1866;Kommune;2011;194;5;1;2013;1 320,00;2 347,40;3 667,40
Bø Fremskrittsparti;18;1867;Kommune;2011;118;7,9;2;2013;1 320,00;1 427,80;2 747,80
Bø Senterparti;18;1867;Kommune;2011;189;12,6;2;2013;1 320,00;2 286,90;3 606,90
BØ VENSTRE;18;1867;Kommune;2011;163;10,9;2;2013;1 320,00;1 972,30;3 292,30
Øksnes  Arbeiderparti;18;1868;Kommune;2011;638;32,6;7;2013;1 320,00;7 719,80;9 039,80
Øksnes Fremskrittsparti;18;1868;Kommune;2011;166;8,5;2;2013;1 320,00;2 008,60;3 328,60
Øksnes Høyre;18;1868;Kommune;2011;296;15,1;3;2013;1 320,00;3 581,60;4 901,60
Øksnes KrF;18;1868;Kommune;2011;137;7;2;2013;1 320,00;1 657,70;2 977,70
Øksnes Senterparti;18;1868;Kommune;2011;125;6,4;1;2013;1 320,00;1 512,50;2 832,50
Øksnes Sv;18;1868;Kommune;2011;131;6,7;1;2013;1 320,00;1 585,10;2 905,10
Sortland  Arbeiderparti;18;1870;Kommune;2011;1347;29,5;9;2013;1 320,00;16 298,70;17 618,70
Sortland Fremskrittsparti;18;1870;Kommune;2011;626;13,7;4;2013;1 320,00;7 574,60;8 894,60
Sortland Høyre;18;1870;Kommune;2011;1662;36,4;10;2013;1 320,00;20 110,20;21 430,20
Sortland KrF;18;1870;Kommune;2011;96;2,1;0;2013;0,00;1 161,60;1 161,60
Sortland Rødt;18;1870;Kommune;2011;298;6,5;2;2013;1 320,00;3 605,80;4 925,80
Sortland Senterparti;18;1870;Kommune;2011;232;5,1;1;2013;1 320,00;2 807,20;4 127,20
SORTLAND VENSTRE;18;1870;Kommune;2011;92;2;0;2013;0,00;1 113,20;1 113,20
Andøy  Arbeiderparti;18;1871;Kommune;2011;499;19,9;5;2013;1 320,00;6 037,90;7 357,90
Andøy Fremskrittsparti;18;1871;Kommune;2011;226;9;2;2013;1 320,00;2 734,60;4 054,60
Andøy Høyre;18;1871;Kommune;2011;953;38,1;9;2013;1 320,00;11 531,30;12 851,30
Andøy KrF;18;1871;Kommune;2011;93;3,7;1;2013;1 320,00;1 125,30;2 445,30
Andøy Senterparti;18;1871;Kommune;2011;225;9;2;2013;1 320,00;2 722,50;4 042,50
ANDØY VENSTRE;18;1871;Kommune;2011;137;5,5;1;2013;1 320,00;1 657,70;2 977,70
Moskenes Sv;18;1874;Kommune;2011;75;16,4;3;2013;1 320,00;907,50;2 227,50
Troms AUF;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;193 166,64;193 166,64
Troms Arbeiderparti;19;1900;Fylke;2011;21753;31;12;2013;48 107,00;611 259,30;659 366,30
Troms Fremskrittpartis Ungdom;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;96 197,04;96 197,04
Troms Fremskrittsparti;19;1900;Fylke;2011;10833;15,5;6;2013;48 107,00;304 407,30;352 514,30
Troms Høyre;19;1900;Fylke;2011;16442;23,5;9;2013;48 107,00;462 020,20;510 127,20
Troms Unge Høyre;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;146 004,96;146 004,96
Troms Kristelig Folkepartis Ungdom;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;24 144,72;24 144,72
Troms Kristelig Folkeparti;19;1900;Fylke;2011;2719;3,9;1;2013;48 107,00;76 403,90;124 510,90
Troms Kristent Samlingsparti;19;1900;Fylke;2011;137;0;0;2013;0,00;3 849,70;3 849,70
Kystpartiet Ungdom i Troms;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;18 346,08;18 346,08
Kystpartiet i Troms;19;1900;Fylke;2011;2066;2,9;1;2013;48 107,00;58 054,60;106 161,60
Miljøpartiet De Grønne;19;1900;Fylke;2011;882;1,3;0;2013;0,00;24 784,20;24 784,20
Troms Rødt;19;1900;Fylke;2011;2496;3,6;1;2013;48 107,00;70 137,60;118 244,60
Troms Rød Ungdom;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;22 164,48;22 164,48
Troms Senterungdom;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;52 907,04;52 907,04
Troms Senterparti;19;1900;Fylke;2011;5958;8,5;3;2013;48 107,00;167 419,80;215 526,80
Troms SV;19;1900;Fylke;2011;3776;5,4;2;2013;48 107,00;106 105,60;154 212,60
Troms SU;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;33 530,88;33 530,88
TROMS UNGE VENSTRE;19;1900;FylkesUngdom;2011;0;0;0;2013;0,00;25 450,08;25 450,08
TROMS VENSTRE;19;1900;Fylke;2011;2866;4,1;2;2013;48 107,00;80 534,60;128 641,60
Harstad  Arbeiderparti;19;1901;Kommune;2011;3390;28,9;10;2013;1 320,00;41 019,00;42 339,00
Harstad Fremskrittsparti;19;1901;Kommune;2011;3976;34;12;2013;1 320,00;48 109,60;49 429,60
Harstad Høyre;19;1901;Kommune;2011;1684;14,4;5;2013;1 320,00;20 376,40;21 696,40
Harstad KrF;19;1901;Kommune;2011;436;3,7;1;2013;1 320,00;5 275,60;6 595,60
Kystpartiet i Harstad;19;1901;Kommune;2011;61;0,5;0;2013;0,00;738,10;738,10
Harstad Rødt;19;1901;Kommune;2011;381;3,3;1;2013;1 320,00;4 610,10;5 930,10
Harstad Senterparti;19;1901;Kommune;2011;847;7,2;3;2013;1 320,00;10 248,70;11 568,70
Harstad Sv;19;1901;Kommune;2011;300;2,6;1;2013;1 320,00;3 630,00;4 950,00
HARSTAD VENSTRE;19;1901;Kommune;2011;636;5,4;2;2013;1 320,00;7 695,60;9 015,60
Tromsø  Arbeiderparti;19;1902;Kommune;2011;8910;26,4;11;2013;1 320,00;107 811,00;109 131,00
Tromsø Fremskrittsparti;19;1902;Kommune;2011;4381;13;6;2013;1 320,00;53 010,10;54 330,10
Tromsø Høyre;19;1902;Kommune;2011;12171;36;16;2013;1 320,00;147 269,10;148 589,10
Tromsø KrF;19;1902;Kommune;2011;1042;3,1;1;2013;1 320,00;12 608,20;13 928,20
