partinamn;fylkesnr;kummunenr;partitype;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
NORDLAND KRISTELIG FOLKEPARTI;18;1800;Fylkesparti;3690;3,6;2;2014;47 639,00;102 692,70;150 331,70
KYSTPARTIET I NORDLAND;18;1800;Fylkesparti;1196;1,2;0;2014;0,00;33 284,68;33 284,68
KYSTPARTIETS UNGDOM I NORDLAND;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;10 512,84;10 512,84
Grønn Ungdom Nordland;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;8 833,95;8 833,95
NORDLAND PENSJONISTPARTI;18;1800;Fylkesparti;670;0,7;0;2014;0,00;18 646,10;18 646,10
Rødt Nordland;18;1800;Fylkesparti;3730;3,7;2;2014;47 639,00;103 805,90;151 444,90
Nordland Rød Ungdom;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;32 786,70;32 786,70
Nordland Senterparti;18;1800;Fylkesparti;8005;7,8;4;2014;47 639,00;222 779,15;270 418,15
Nordland Senterungdom;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;70 363,95;70 363,95
NORDLAND SV;18;1800;Fylkesparti;5338;5,2;3;2014;47 639,00;148 556,54;196 195,54
NORDLAND SOSIALISTISK UNGDOM;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;46 921,02;46 921,02
Nordland Venstre;18;1800;Fylkesparti;4087;4;2;2014;47 639,00;113 741,21;161 380,21
BODØ FREMSKRITTSPARTI;18;1804;Kommuneparti;5277;22,2;9;2014;1 306,00;63 218,46;64 524,46
BODØ HØYRE;18;1804;Kommuneparti;5529;23,2;9;2014;1 306,00;66 237,42;67 543,42
RØDT BODØ;18;1804;Kommuneparti;1524;6,4;3;2014;1 306,00;18 257,52;19 563,52
Bodø Senterparti;18;1804;Kommuneparti;681;2,9;1;2014;1 306,00;8 158,38;9 464,38
BODØ SOSIALISTISK VENSTREPARTI;18;1804;Kommuneparti;955;4;2;2014;1 306,00;11 440,90;12 746,90
NARVIK ARBEIDERPARTI;18;1805;Kommuneparti;3146;35,4;15;2014;1 306,00;37 689,08;38 995,08
NARVIK FRP;18;1805;Kommuneparti;1878;21,1;9;2014;1 306,00;22 498,44;23 804,44
NARVIK HØYRE;18;1805;Kommuneparti;2138;24,1;10;2014;1 306,00;25 613,24;26 919,24
Rødt Narvik;18;1805;Kommuneparti;497;5,6;2;2014;1 306,00;5 954,06;7 260,06
Narvik Sv;18;1805;Kommuneparti;471;5,3;2;2014;1 306,00;5 642,58;6 948,58
Narvik Venstre;18;1805;Kommuneparti;348;3,9;2;2014;1 306,00;4 169,04;5 475,04
Liste Sp/SV;18;1811;Kommuneparti;93;10;2;2014;1 306,00;1 114,14;2 420,14
SØMNA ARBEIDERPARTI;18;1812;Kommuneparti;191;17,6;3;2014;1 306,00;2 288,18;3 594,18
Sømna FrP;18;1812;Kommuneparti;62;5,7;1;2014;1 306,00;742,76;2 048,76
Sømna Senterparti;18;1812;Kommuneparti;405;37,3;6;2014;1 306,00;4 851,90;6 157,90
BRØNNØY ARBEIDERPARTI;18;1813;Kommuneparti;1302;35,6;10;2014;1 306,00;15 597,96;16 903,96
BRØNNØY FRP;18;1813;Kommuneparti;149;4,1;1;2014;1 306,00;1 785,02;3 091,02
BRØNNØY HØYRE;18;1813;Kommuneparti;1188;32,5;9;2014;1 306,00;14 232,24;15 538,24
BRØNNØY SENTERPARTI;18;1813;Kommuneparti;667;18,2;5;2014;1 306,00;7 990,66;9 296,66
Brønnøy Sv;18;1813;Kommuneparti;117;3,2;1;2014;1 306,00;1 401,66;2 707,66
Vega Arbeiderparti;18;1815;Kommuneparti;365;51,2;8;2014;1 306,00;4 372,70;5 678,70
VEGA FRP;18;1815;Kommuneparti;37;5,2;1;2014;1 306,00;443,26;1 749,26
Vega Høyre;18;1815;Kommuneparti;58;8,1;1;2014;1 306,00;694,84;2 000,84
Vega Senterparti;18;1815;Kommuneparti;155;21,7;3;2014;1 306,00;1 856,90;3 162,90
Vega Sv;18;1815;Kommuneparti;47;6,6;1;2014;1 306,00;563,06;1 869,06
Herøy Arbeiderparti;18;1818;Kommuneparti;428;54,5;11;2014;1 306,00;5 127,44;6 433,44
HERØY N FRP;18;1818;Kommuneparti;138;17,6;3;2014;1 306,00;1 653,24;2 959,24
Fellesliste for Høyre, Venstre og SP;18;1818;Kommuneparti;219;27,9;5;2014;1 306,00;2 623,62;3 929,62
Alstahaug Arbeiderparti;18;1820;Kommuneparti;1095;32,6;9;2014;1 306,00;13 118,10;14 424,10
ALSTAHAUG F R P;18;1820;Kommuneparti;438;13;4;2014;1 306,00;5 247,24;6 553,24
Alstahaug Høyre;18;1820;Kommuneparti;711;21,2;6;2014;1 306,00;8 517,78;9 823,78
Rødt Alstahaug;18;1820;Kommuneparti;274;8,2;2;2014;1 306,00;3 282,52;4 588,52
Alstahaug Senterparti;18;1820;Kommuneparti;366;10,9;3;2014;1 306,00;4 384,68;5 690,68
Alstahaug SV;18;1820;Kommuneparti;73;2,2;0;2014;0,00;874,54;874,54
Alstahaug Venstre;18;1820;Kommuneparti;330;9,8;3;2014;1 306,00;3 953,40;5 259,40
LEIRFJORD FRP;18;1822;Kommuneparti;169;16,6;3;2014;1 306,00;2 024,62;3 330,62
Rødt Leirfjord;18;1822;Kommuneparti;47;4,6;1;2014;1 306,00;563,06;1 869,06
Leirfjord Senterparti;18;1822;Kommuneparti;298;29,3;6;2014;1 306,00;3 570,04;4 876,04
Leirfjord Sv;18;1822;Kommuneparti;98;9,6;2;2014;1 306,00;1 174,04;2 480,04
Vefsn Arbeiderparti;18;1824;Kommuneparti;2684;43,8;15;2014;1 306,00;32 154,32;33 460,32
VEFSN FREMSKRITTSPARTI;18;1824;Kommuneparti;971;15,9;6;2014;1 306,00;11 632,58;12 938,58
Vefsn Høyre;18;1824;Kommuneparti;732;12;4;2014;1 306,00;8 769,36;10 075,36
Rødt Vefsn;18;1824;Kommuneparti;568;9,3;3;2014;1 306,00;6 804,64;8 110,64
Vefsn Senterparti;18;1824;Kommuneparti;444;7,3;3;2014;1 306,00;5 319,12;6 625,12
Vefsn Sv;18;1824;Kommuneparti;214;3,5;1;2014;1 306,00;2 563,72;3 869,72
Vefsn Venstre;18;1824;Kommuneparti;338;5,5;2;2014;1 306,00;4 049,24;5 355,24
Grane Arbeiderparti;18;1825;Kommuneparti;386;53,8;9;2014;1 306,00;4 624,28;5 930,28
GRANE FRP;18;1825;Kommuneparti;79;11;2;2014;1 306,00;946,42;2 252,42
Grane Senterparti;18;1825;Kommuneparti;253;35,2;6;2014;1 306,00;3 030,94;4 336,94
Hattfjelldal Senterparti;18;1826;Kommuneparti;346;46,5;8;2014;1 306,00;4 145,08;5 451,08
DØNNA ARBEIDERPARTI;18;1827;Kommuneparti;245;32,8;6;2014;1 306,00;2 935,10;4 241,10
DØNNA FRP;18;1827;Kommuneparti;69;9,2;2;2014;1 306,00;826,62;2 132,62
Dønna Høyre;18;1827;Kommuneparti;111;14,8;2;2014;1 306,00;1 329,78;2 635,78
Dønna Senterparti;18;1827;Kommuneparti;95;12,7;2;2014;1 306,00;1 138,10;2 444,10
Dønna Sv;18;1827;Kommuneparti;128;17,1;3;2014;1 306,00;1 533,44;2 839,44
NESNA FRP;18;1828;Kommuneparti;91;10,2;2;2014;1 306,00;1 090,18;2 396,18
Nesna Høyre;18;1828;Kommuneparti;262;29,2;5;2014;1 306,00;3 138,76;4 444,76
Nesna Senterparti;18;1828;Kommuneparti;143;16;3;2014;1 306,00;1 713,14;3 019,14
Nesna Sv;18;1828;Kommuneparti;114;12,7;2;2014;1 306,00;1 365,72;2 671,72
Hemnes Arbeiderparti;18;1832;Kommuneparti;891;35,4;8;2014;1 306,00;10 674,18;11 980,18
Hemnes FrP;18;1832;Kommuneparti;457;18,2;4;2014;1 306,00;5 474,86;6 780,86
Hemnes Høyre;18;1832;Kommuneparti;519;20,6;5;2014;1 306,00;6 217,62;7 523,62
Hemnes Senterparti;18;1832;Kommuneparti;379;15,1;4;2014;1 306,00;4 540,42;5 846,42
Hemnes Sv;18;1832;Kommuneparti;106;4,2;1;2014;1 306,00;1 269,88;2 575,88
RANA ARBEIDERPARTI;18;1833;Kommuneparti;4311;36;13;2014;1 306,00;51 645,78;52 951,78
Rana FrP;18;1833;Kommuneparti;1219;10,2;4;2014;1 306,00;14 603,62;15 909,62
Rana Høyre;18;1833;Kommuneparti;3286;27,4;10;2014;1 306,00;39 366,28;40 672,28
Rødt Rana;18;1833;Kommuneparti;349;2,9;1;2014;1 306,00;4 181,02;5 487,02
Rana Senterparti;18;1833;Kommuneparti;855;7,1;3;2014;1 306,00;10 242,90;11 548,90
Rana SV;18;1833;Kommuneparti;708;5,9;2;2014;1 306,00;8 481,84;9 787,84
Rana Venstre;18;1833;Kommuneparti;460;3,8;1;2014;1 306,00;5 510,80;6 816,80
Lurøy Arbeiderparti;18;1834;Kommuneparti;478;43,9;8;2014;1 306,00;5 726,44;7 032,44
LURØY FREMSKRITTSPARTI;18;1834;Kommuneparti;60;5,5;1;2014;1 306,00;718,80;2 024,80
Lurøy Høyre;18;1834;Kommuneparti;153;14;3;2014;1 306,00;1 832,94;3 138,94
KYSTPARTIET I LURØY;18;1834;Kommuneparti;86;7,9;2;2014;1 306,00;1 030,28;2 336,28
Lurøy Senterparti;18;1834;Kommuneparti;127;11,7;2;2014;1 306,00;1 521,46;2 827,46
TRÆNA ARBEIDERPARTI;18;1835;Kommuneparti;70;29,4;3;2014;1 306,00;838,60;2 144,60
Rødøy FrP;18;1836;Kommuneparti;68;9,8;2;2014;1 306,00;814,64;2 120,64
Kystpartiet i Rødøy;18;1836;Kommuneparti;193;27,7;4;2014;1 306,00;2 312,14;3 618,14
Rødøy Senterparti;18;1836;Kommuneparti;242;34,8;6;2014;1 306,00;2 899,16;4 205,16
Meløy Arbeiderparti;18;1837;Kommuneparti;834;26,4;6;2014;1 306,00;9 991,32;11 297,32
Meløy FrP;18;1837;Kommuneparti;450;14,2;4;2014;1 306,00;5 391,00;6 697,00
Meløy Høyre;18;1837;Kommuneparti;1024;32,4;8;2014;1 306,00;12 267,52;13 573,52
MELØY SENTERPARTI;18;1837;Kommuneparti;336;10,6;3;2014;1 306,00;4 025,28;5 331,28
Meløy Sv;18;1837;Kommuneparti;139;4,4;1;2014;1 306,00;1 665,22;2 971,22
Gildeskål Arbeiderparti;18;1838;Kommuneparti;293;27,5;5;2014;1 306,00;3 510,14;4 816,14
GILDESKÅL FRP;18;1838;Kommuneparti;174;16,3;3;2014;1 306,00;2 084,52;3 390,52
Gildeskål Høyre;18;1838;Kommuneparti;211;19,8;3;2014;1 306,00;2 527,78;3 833,78
Gildeskål Senterparti;18;1838;Kommuneparti;116;10,9;2;2014;1 306,00;1 389,68;2 695,68
Beiarn Arbeiderparti;18;1839;Kommuneparti;337;47,9;7;2014;1 306,00;4 037,26;5 343,26
Beiarn Senterparti;18;1839;Kommuneparti;199;28,3;4;2014;1 306,00;2 384,02;3 690,02
Saltdal Arbeiderparti;18;1840;Kommuneparti;913;37,4;10;2014;1 306,00;10 937,74;12 243,74
SALTDAL FRP;18;1840;Kommuneparti;292;12;3;2014;1 306,00;3 498,16;4 804,16
Saltdal Høyre;18;1840;Kommuneparti;779;31,9;9;2014;1 306,00;9 332,42;10 638,42
Saltdal Senterparti;18;1840;Kommuneparti;173;7,1;2;2014;1 306,00;2 072,54;3 378,54
FAUSKE FRP;18;1841;Kommuneparti;662;13,6;4;2014;1 306,00;7 930,76;9 236,76
FAUSKE HØYRE;18;1841;Kommuneparti;937;19,3;6;2014;1 306,00;11 225,26;12 531,26
Rødt Fauske;18;1841;Kommuneparti;201;4,1;1;2014;1 306,00;2 407,98;3 713,98
Fauske Senterparti;18;1841;Kommuneparti;101;2,1;0;2014;0,00;1 209,98;1 209,98
Fauske SV;18;1841;Kommuneparti;148;3;1;2014;1 306,00;1 773,04;3 079,04
Fauske Venstre;18;1841;Kommuneparti;166;3,4;1;2014;1 306,00;1 988,68;3 294,68
Sørfold Arbeiderparti;18;1845;Kommuneparti;591;57,8;12;2014;1 306,00;7 080,18;8 386,18
Sørfold FrP;18;1845;Kommuneparti;87;8,5;2;2014;1 306,00;1 042,26;2 348,26
Sørfold Høyre;18;1845;Kommuneparti;142;13,9;3;2014;1 306,00;1 701,16;3 007,16
Sørfold Senterparti;18;1845;Kommuneparti;140;13,7;3;2014;1 306,00;1 677,20;2 983,20
Steigen FrP;18;1848;Kommuneparti;121;8,7;1;2014;1 306,00;1 449,58;2 755,58
Steigen Høyre;18;1848;Kommuneparti;96;6,9;1;2014;1 306,00;1 150,08;2 456,08
Steigen Pensjonistparti;18;1848;Kommuneparti;168;12,1;2;2014;1 306,00;2 012,64;3 318,64
Rødt Steigen;18;1848;Kommuneparti;67;4,8;1;2014;1 306,00;802,66;2 108,66
Steigen Senterparti;18;1848;Kommuneparti;266;19,2;3;2014;1 306,00;3 186,68;4 492,68
Steigen Sv;18;1848;Kommuneparti;56;4;1;2014;1 306,00;670,88;1 976,88
Steigen Venstre;18;1848;Kommuneparti;240;17,3;3;2014;1 306,00;2 875,20;4 181,20
Hamarøy Arbeiderparti;18;1849;Kommuneparti;322;35,5;6;2014;1 306,00;3 857,56;5 163,56
Hamarøy Høyre;18;1849;Kommuneparti;198;21,8;4;2014;1 306,00;2 372,04;3 678,04
Hamarøy Sv;18;1849;Kommuneparti;45;5;1;2014;1 306,00;539,10;1 845,10
Tysfjord Arbeiderparti;18;1850;Kommuneparti;474;37,7;6;2014;1 306,00;5 678,52;6 984,52
Tysfjord Senterparti;18;1850;Kommuneparti;104;8,3;1;2014;1 306,00;1 245,92;2 551,92
Tysfjord Sv;18;1850;Kommuneparti;58;4,6;1;2014;1 306,00;694,84;2 000,84
Lødingen Arbeiderparti;18;1851;Kommuneparti;255;21,1;4;2014;1 306,00;3 054,90;4 360,90
LØDINGEN FREMSKRITTSPARTI;18;1851;Kommuneparti;312;25,8;4;2014;1 306,00;3 737,76;5 043,76
Lødingen Høyre;18;1851;Kommuneparti;351;29;5;2014;1 306,00;4 204,98;5 510,98
Lødingen Sv;18;1851;Kommuneparti;110;9,1;1;2014;1 306,00;1 317,80;2 623,80
Lødingen Venstre;18;1851;Kommuneparti;131;10,8;2;2014;1 306,00;1 569,38;2 875,38
Tjeldsund Arbeiderparti;18;1852;Kommuneparti;172;23,8;4;2014;1 306,00;2 060,56;3 366,56
Tjeldsund FrP;18;1852;Kommuneparti;65;9;2;2014;1 306,00;778,70;2 084,70
Tjeldsund Høyre;18;1852;Kommuneparti;305;42,1;7;2014;1 306,00;3 653,90;4 959,90
Evenes Arbeiderparti;18;1853;Kommuneparti;176;23,8;4;2014;1 306,00;2 108,48;3 414,48
Evenes FrP;18;1853;Kommuneparti;46;6,2;1;2014;1 306,00;551,08;1 857,08
Evenes Høyre;18;1853;Kommuneparti;408;55,3;9;2014;1 306,00;4 887,84;6 193,84
Evenes Senterparti;18;1853;Kommuneparti;75;10,2;2;2014;1 306,00;898,50;2 204,50
Evenes Sv;18;1853;Kommuneparti;33;4,5;1;2014;1 306,00;395,34;1 701,34
Ballangen FrP;18;1854;Kommuneparti;143;10,9;2;2014;1 306,00;1 713,14;3 019,14
Ballangen Høyre;18;1854;Kommuneparti;502;38,3;6;2014;1 306,00;6 013,96;7 319,96
Ballangen Senterparti;18;1854;Kommuneparti;319;24,3;4;2014;1 306,00;3 821,62;5 127,62
Værøy Arbeiderparti;18;1857;Kommuneparti;81;24;3;2014;1 306,00;970,38;2 276,38
Flakstad Arbeiderparti;18;1859;Kommuneparti;82;12,7;2;2014;1 306,00;982,36;2 288,36
FLAKSTAD FRP;18;1859;Kommuneparti;51;7,9;1;2014;1 306,00;610,98;1 916,98
Flakstad Senterparti;18;1859;Kommuneparti;165;25,6;4;2014;1 306,00;1 976,70;3 282,70
Vestvågøy Arbeiderparti;18;1860;Kommuneparti;1399;29,2;10;2014;1 306,00;16 760,02;18 066,02
Vestvågøy FRP;18;1860;Kommuneparti;520;10,8;4;2014;1 306,00;6 229,60;7 535,60
VESTVÅGØY HØYRE;18;1860;Kommuneparti;1396;29,1;10;2014;1 306,00;16 724,08;18 030,08
Vestvågøy KrF;18;1860;Kommuneparti;413;8,6;3;2014;1 306,00;4 947,74;6 253,74
MILJØPARTIET DE GRØNNE VESTVÅGØY;18;1860;Kommuneparti;94;2;1;2014;1 306,00;1 126,12;2 432,12
Vestvågøy Sv;18;1860;Kommuneparti;262;5,5;2;2014;1 306,00;3 138,76;4 444,76
VESTVÅGØY VENSTRE;18;1860;Kommuneparti;125;2,6;1;2014;1 306,00;1 497,50;2 803,50
VÅGAN ARBEIDERPARTI;18;1865;Kommuneparti;1334;33;12;2014;1 306,00;15 981,32;17 287,32
Vågan FrP;18;1865;Kommuneparti;362;9;3;2014;1 306,00;4 336,76;5 642,76
Vågan Høyre;18;1865;Kommuneparti;1249;30,9;11;2014;1 306,00;14 963,02;16 269,02
Rødt Vågan;18;1865;Kommuneparti;269;6,7;2;2014;1 306,00;3 222,62;4 528,62
Vågan Senterparti;18;1865;Kommuneparti;319;7,9;3;2014;1 306,00;3 821,62;5 127,62
Vågan Sv;18;1865;Kommuneparti;172;4,3;2;2014;1 306,00;2 060,56;3 366,56
VÅGAN VENSTRE;18;1865;Kommuneparti;216;5,3;2;2014;1 306,00;2 587,68;3 893,68
HADSEL ARBEIDERPARTI;18;1866;Kommuneparti;689;17,8;5;2014;1 306,00;8 254,22;9 560,22
Hadsel FrP;18;1866;Kommuneparti;1371;35,4;9;2014;1 306,00;16 424,58;17 730,58
HADSEL HØYRE;18;1866;Kommuneparti;376;9,7;3;2014;1 306,00;4 504,48;5 810,48
Rødt Hadsel;18;1866;Kommuneparti;98;2,5;0;2014;0,00;1 174,04;1 174,04
Hadsel Senterparti;18;1866;Kommuneparti;208;5,4;1;2014;1 306,00;2 491,84;3 797,84
Hadsel Sv;18;1866;Kommuneparti;143;3,7;1;2014;1 306,00;1 713,14;3 019,14
Hadsel Venstre;18;1866;Kommuneparti;194;5;1;2014;1 306,00;2 324,12;3 630,12
BØ FRP;18;1867;Kommuneparti;118;7,9;2;2014;1 306,00;1 413,64;2 719,64
Bø Senterparti;18;1867;Kommuneparti;189;12,6;2;2014;1 306,00;2 264,22;3 570,22
Bø Sv;18;1867;Kommuneparti;73;4,9;1;2014;1 306,00;874,54;2 180,54
Øksnes FrP;18;1868;Kommuneparti;166;8,5;2;2014;1 306,00;1 988,68;3 294,68
Øksnes Høyre;18;1868;Kommuneparti;296;15,1;3;2014;1 306,00;3 546,08;4 852,08
ØKSNES SENTERPARTI;18;1868;Kommuneparti;125;6,4;1;2014;1 306,00;1 497,50;2 803,50
ØKSNES SV;18;1868;Kommuneparti;131;6,7;1;2014;1 306,00;1 569,38;2 875,38
SORTLAND ARBEIDERPARTI;18;1870;Kommuneparti;1347;29,5;9;2014;1 306,00;16 137,06;17 443,06
SORTLAND FRP;18;1870;Kommuneparti;626;13,7;4;2014;1 306,00;7 499,48;8 805,48
SORTLAND HØYRE;18;1870;Kommuneparti;1662;36,4;10;2014;1 306,00;19 910,76;21 216,76
Rødt Sortland;18;1870;Kommuneparti;298;6,5;2;2014;1 306,00;3 570,04;4 876,04
Sortland Senterparti;18;1870;Kommuneparti;232;5,1;1;2014;1 306,00;2 779,36;4 085,36
SORTLAND SOSIALISTISKE VENSTR PARTI;18;1870;Kommuneparti;217;4,7;1;2014;1 306,00;2 599,66;3 905,66
ANDØY FRP;18;1871;Kommuneparti;226;9;2;2014;1 306,00;2 707,48;4 013,48
Andøy Høyre;18;1871;Kommuneparti;953;38,1;9;2014;1 306,00;11 416,94;12 722,94
ANDØY SENTERPARTI;18;1871;Kommuneparti;225;9;2;2014;1 306,00;2 695,50;4 001,50
ANDØY VENSTRE;18;1871;Kommuneparti;137;5,5;1;2014;1 306,00;1 641,26;2 947,26
Moskenes Sv;18;1874;Kommuneparti;75;16,4;3;2014;1 306,00;898,50;2 204,50
TROMS ARBEIDERPARTI;19;1900;Fylkesparti;21753;31;12;2014;47 639,00;605 385,99;653 024,99
AUF i Troms;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;191 208,87;191 208,87
TROMS FRP;19;1900;Fylkesparti;10833;15,5;6;2014;47 639,00;301 482,39;349 121,39
TROMS FREMSKRITTSPARTIS UNGDOM;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;95 222,07;95 222,07
TROMS HØYRE;19;1900;Fylkesparti;16442;23,5;9;2014;47 639,00;457 580,86;505 219,86
TROMS UNGE HØYRE;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;144 525,18;144 525,18
Troms Kristelig Folkeparti;19;1900;Fylkesparti;2719;3,9;1;2014;47 639,00;75 669,77;123 308,77
Troms Kristelig Folkepartis Ungdom;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;23 900,01;23 900,01
Troms Kristent Samlingsparti;19;1900;Fylkesparti;137;0;0;2014;0,00;3 812,71;3 812,71
KYSTPARTIET I TROMS;19;1900;Fylkesparti;2066;2,9;1;2014;47 639,00;57 496,78;105 135,78
Miljøpartiet De Grønne Troms fylke;19;1900;Fylkesparti;882;1,3;0;2014;0,00;24 546,06;24 546,06
GRØNN UNGDOM TROMS;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;7 752,78;7 752,78
Rødt Troms;19;1900;Fylkesparti;2496;3,6;1;2014;47 639,00;69 463,68;117 102,68
Troms Rød Ungdom;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;21 939,84;21 939,84
Troms Senterparti;19;1900;Fylkesparti;5958;8,5;3;2014;47 639,00;165 811,14;213 450,14
Troms Senterungdom;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;52 370,82;52 370,82
TROMS SV;19;1900;Fylkesparti;3776;5,4;2;2014;47 639,00;105 086,08;152 725,08
Troms SU;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;33 191,04;33 191,04
Troms Venstre;19;1900;Fylkesparti;2866;4,1;2;2014;47 639,00;79 760,78;127 399,78
Troms Unge Venstre;19;1900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;25 192,14;25 192,14
TROMSØ ARBEIDERPARTI;19;1902;Kommuneparti;8910;26,4;11;2014;1 306,00;106 741,80;108 047,80
Tromsø FrP;19;1902;Kommuneparti;4381;13;6;2014;1 306,00;52 484,38;53 790,38
Tromsø Høyre;19;1902;Kommuneparti;12171;36;16;2014;1 306,00;145 808,58;147 114,58
Tromsø KrF;19;1902;Kommuneparti;1042;3,1;1;2014;1 306,00;12 483,16;13 789,16
KYSTPARTIET I TROMSØ;19;1902;Kommuneparti;169;0,5;0;2014;0,00;2 024,62;2 024,62
MILJØPARTIET DE GRØNNE TROMSØ;19;1902;Kommuneparti;595;1,8;1;2014;1 306,00;7 128,10;8 434,10
Rødt Tromsø;19;1902;Kommuneparti;2417;7,2;3;2014;1 306,00;28 955,66;30 261,66
Tromsø Senterparti;19;1902;Kommuneparti;814;2,4;1;2014;1 306,00;9 751,72;11 057,72
TROMSØ SV;19;1902;Kommuneparti;1929;5,7;2;2014;1 306,00;23 109,42;24 415,42
Tromsø Venstre;19;1902;Kommuneparti;1291;3,8;2;2014;1 306,00;15 466,18;16 772,18
HARSTAD ARBEIDERPARTI;19;1903;Kommuneparti;3390;28,9;10;2014;1 306,00;40 612,20;41 918,20
HARSTAD FREMSKRITTSPARTI;19;1903;Kommuneparti;3976;34;12;2014;1 306,00;47 632,48;48 938,48
HARSTAD HØYRE;19;1903;Kommuneparti;1684;14,4;5;2014;1 306,00;20 174,32;21 480,32
Harstad KrF;19;1903;Kommuneparti;436;3,7;1;2014;1 306,00;5 223,28;6 529,28
Harstad Senterparti;19;1903;Kommuneparti;847;7,2;3;2014;1 306,00;10 147,06;11 453,06
Harstad Sv;19;1903;Kommuneparti;300;2,6;1;2014;1 306,00;3 594,00;4 900,00
HARSTAD VENSTRE;19;1903;Kommuneparti;636;5,4;2;2014;1 306,00;7 619,28;8 925,28
KVÆFJORD ARBEIDERPARTI;19;1911;Kommuneparti;504;34,4;8;2014;1 306,00;6 037,92;7 343,92
Kvæfjord FrP;19;1911;Kommuneparti;225;15,3;4;2014;1 306,00;2 695,50;4 001,50
Kvæfjord Høyre;19;1911;Kommuneparti;208;14,2;3;2014;1 306,00;2 491,84;3 797,84
Kvæfjord Senterparti;19;1911;Kommuneparti;190;13;3;2014;1 306,00;2 276,20;3 582,20
Kvæfjord Sv;19;1911;Kommuneparti;131;8,9;2;2014;1 306,00;1 569,38;2 875,38
Kvæfjord Venstre;19;1911;Kommuneparti;209;14,2;3;2014;1 306,00;2 503,82;3 809,82
SKÅNLAND ARBEIDERPARTI;19;1913;Kommuneparti;604;41,7;6;2014;1 306,00;7 235,92;8 541,92
Skånland Høyre;19;1913;Kommuneparti;510;35,2;6;2014;1 306,00;6 109,80;7 415,80
Skånland Sv;19;1913;Kommuneparti;55;3,8;0;2014;0,00;658,90;658,90
Skånland Venstre;19;1913;Kommuneparti;207;14,3;2;2014;1 306,00;2 479,86;3 785,86
Ibestad Arbeiderparti;19;1917;Kommuneparti;141;16,9;3;2014;1 306,00;1 689,18;2 995,18
Ibestad Høyre;19;1917;Kommuneparti;171;20,5;4;2014;1 306,00;2 048,58;3 354,58
Ibestad Senterparti;19;1917;Kommuneparti;168;20,2;4;2014;1 306,00;2 012,64;3 318,64
Ibestad Venstre;19;1917;Kommuneparti;51;6,1;1;2014;1 306,00;610,98;1 916,98
Gratangen Arbeiderparti;19;1919;Kommuneparti;218;35,3;5;2014;1 306,00;2 611,64;3 917,64
Gratangen Fremskrittsparti;19;1919;Kommuneparti;25;4,1;0;2014;1 306,00;299,50;1 605,50
Gratangen Senterparti;19;1919;Kommuneparti;339;54,9;9;2014;1 306,00;4 061,22;5 367,22
Lavangen Arbeiderparti;19;1920;Kommuneparti;234;37,7;6;2014;1 306,00;2 803,32;4 109,32
LAVANGEN FRP;19;1920;Kommuneparti;105;16,9;2;2014;1 306,00;1 257,90;2 563,90
Lavangen Høyre;19;1920;Kommuneparti;115;18,5;3;2014;1 306,00;1 377,70;2 683,70
Lavangen Senterparti;19;1920;Kommuneparti;167;26,9;4;2014;1 306,00;2 000,66;3 306,66
BARDU ARBEIDERPARTI;19;1922;Kommuneparti;985;49,7;13;2014;1 306,00;11 800,30;13 106,30
BARDU FRP;19;1922;Kommuneparti;87;4,4;1;2014;1 306,00;1 042,26;2 348,26
Bardu Høyre;19;1922;Kommuneparti;523;26,4;7;2014;1 306,00;6 265,54;7 571,54
Bardu Senterparti;19;1922;Kommuneparti;262;13,2;3;2014;1 306,00;3 138,76;4 444,76
Bardu Venstre;19;1922;Kommuneparti;74;3,7;1;2014;1 306,00;886,52;2 192,52
Salangen Arbeiderparti;19;1923;Kommuneparti;428;39,1;7;2014;1 306,00;5 127,44;6 433,44
Salangen Høyre;19;1923;Kommuneparti;123;11,2;2;2014;1 306,00;1 473,54;2 779,54
Salangen Senterparti;19;1923;Kommuneparti;497;45,4;9;2014;1 306,00;5 954,06;7 260,06
Salangen Sv;19;1923;Kommuneparti;46;4,2;1;2014;1 306,00;551,08;1 857,08
Målselv Arbeiderparti;19;1924;Kommuneparti;1207;41,5;10;2014;1 306,00;14 459,86;15 765,86
Målselv FrP;19;1924;Kommuneparti;315;10,8;3;2014;1 306,00;3 773,70;5 079,70
Målselv Høyre;19;1924;Kommuneparti;589;20,3;5;2014;1 306,00;7 056,22;8 362,22
Målselv Senterparti;19;1924;Kommuneparti;352;12,1;3;2014;1 306,00;4 216,96;5 522,96
